text,label
The centerline of the pump discharge pipe shall have a minimum offset from the centerline of the outlet pipe equal to the sum of the diameters of the inlet and outlet pipes,standard
"When commanded, for each subarray CSP_Mid.CBF shall form Pulsar Timing beams, each with a selectable contiguous dual- polarization beamforming bandwidth, in steps of the Frequency Slice processed bandwidth, with a total bandwidth up to the Band's processed bandwidth or 2.5 GHz, whichever is smaller.",requirement
"Complete final compacting and finishing operations within 12 of
the final mixing. Compact the mixture to a minimum of 95 percent of the maximum density
as determined by AASHTO T 99 or AASHTO T 180. Remove all equipment imprints and
use a pneumatic-tired roller for final finish rolling.",standard
"whenever possible form features shall be used to hold product components in grippers clamping forces shall not mark, deform or damage the product in any way.",requirement
"All couplings and other moving parts that could cause injury if inadvertently contacted by personnel shall be guarded for personnel protection Guards shall not create a hazard of its own, be securely fastened, and sturdy enough to support an impact load of personnel falling against the guard Guards shall be welded and bolted construction Use of sheet metal screws is not acceptable Guards shall be painted orange.",requirement
"While the values for yield point and yield strength are not identical, they are sufficiently close for most applications of ferritic malleable irons to be used interchangeably. They may be determined by any of the approved techniques described in the paragraphs on Determination of Yield Strength and Yield Point of Test Methods E8/E8M. If determined as yield strength, that stress producing an extension under load of 0.01 in. [0.25 mm] over the 2 in. [50 mm] gage length (for example, 0.5 % extension) or an offset of 0.2 % shall be taken as the yield stress, which shall be converted to yield strength by dividing by the original cross-sectional area of the gage length found in accordance with 7.3.2. It shall be reported to the nearest 100 psi [MPa]. In referee work, yield strength shall be determined as the stress that produces an extension under load of 0.5 % of the gage length.",standard
no process shall require ëoperator vigilanceí to ensure stability and capability.,requirement
"Where items used in CSP_Mid.CBF require labelling, the method of marking shall be compliant with the SKA Logistic Analysis Plan. The nature of the item, its environment and its use will determine the method.",requirement
 The AEC shall also include one week of onsite production assistance including one AEC technician onsite to train operators on the job. ,requirement
Fiber Unwinding Speed: Nominal: 457.2 miles per hour (1500 feet per hour).,requirement
"After reaching a stress equivalent to approximately half of the anticipated yield stress, the speed of the moving head of the testing machine shall not exceed 0.50 in./min [12.5 mm ⁄min] through the breaking load.",standard
"If the results of a valid test fail to conform to the requirements of this specification, two retests shall be made. If either retest fails to meet the specification, the castings repre_x0002_sented by these test specimens shall be rejected. A valid test is one wherein the test specimen has been properly prepared and appears to be sound and on which the approved test procedure has been followed",standard
"The computer aided segmentation function of artificial intelligence medical device is used to mark the boundaries of lesions, organs or tissues. A is the target area, B is the segmentation area, and C is the intersection of the two, (CAB = ∩ ) .",standard
"Maximum working head for cast-in-place pipelines shall be 4.5 m (15 ft) above the centerline of the pipe. Maximum working heads for precast nonreinforced concrete pipe with mortar joints shall not exceed one-fourth the certified hydrostatic test pressure as prescribed in ASTM Standard C118, Specifications for Concrete Pipe for Irrigation or Drainage, and for pipelines with rubber-gasket joints, one-third the certified hydrostatic test pressure as prescribed in ASTM Standard C505, Specifications for Nonreinforced Concrete Irrigation Pipe with Rubber Gasket Joints",standard
transport pallet shall be used to transport the product pallet will not be used as fixtures for critical operations pierburg inc must approval deviations from this specification if pallet are used as fixtures then each measurement must have a capability (cpk) > 1.0.33 the measurement report has to be provided to pierburg inc. .,requirement
"If sufficient companion test bars are unavailable, the manufacturer shall have the option of testing a specimen cut from a representative casting. Therefore, as stated in X1.3, the mechanical properties of such tension test specimen removed from a production casting will not necessarily correspond to those of a standard separately cast test specimen, the values in Table 1 do not apply. Instead, the mechanical properties of the test specimen from the casting must equal or exceed the average of those from similar test specimens removed from the same location from two castings of the same design where separately cast test bars meet the requirements of Table",standard
"For multiple binary confusion matrices, such as multiple tests using one data set, tests on multiple data sets, or even multi-classification tasks, each combination of two categories corresponds to a confusion matrix. When considering various indicators comprehensively on n binary confusion matrices, one direct method is to calculate the parameters on each confusion matrix, and then calculate the average value. Another option is to average the corresponding elements of various confusion matrices, namely, the average values of TP, FP, TN and FN, and then calculate all parameters again",standard
"The tension test specimens shall be cast to the form and dimensions shown in Fig. 1 or Fig. 2, in the same kind of molding material used for the production castings. At least three such specimens shall be cast from a representative ladle of iron either from each batch-melted heat or, in continuous melting, from each 4 h pour period during which the purchas_x0002_er’s castings were poured, or as otherwise agreed upon between manufacturer and purchaser",standard
"When agreed upon between manufacturer and purchaser, tested specimens or unbroken test bars shall be preserved by the manufacturer for a period of three months after the date of the test report",standard
"When flagging visibilities, CSP_Mid.CBF shall identically flag all polarization products of any particular visibility as invalid if any polarization product of the particular visibility is flagged bad. Note: applies to zoom, non-zoom, and visibilities produced in support of VLBI.",requirement
"When commanded, CSP_Mid.CBF shall track delay
with sufficient precision such that the maximum delay offset (bias) within the processed bandwidth, over any time interval is not greater than +/-0.005 sample intervals, relative to the delay model provided by CSP_Mid.LMC, where the sample interval is the inverse of the sample rate for the sampled bandwidth in question.",requirement
"
CSP_Mid.CBF equipment shall be compliant with the IEC 61000- 6-2 standard or equivalent for susceptibility to conducted and radiated emissions under standard test conditions and setups.",requirement
"Except for pipe ordered as special outside diameter tolerance pipe or as inside diameter tolerance pipe, variations in outside diameter shall not exceed those given in Table 3",standard
 Quoted delivery shall be contingent upon but not limited to receipt of sample parts part drawings reference drawings technical information and receipt of prior orders. ,requirement
Where the Origin Cloud supports OCF Device to Cloud Services a request to this API may be triggered by reception of an UPDATE to a URI exposed by a Link in the OCF Cloud Resource Directory from an OCF Client.,standard
"Each CSP_Mid.CBF Pulsar Search beam shall be output as power in each of all 4 Stokes parameters, each parameter being the average of a CSP_Mid.LMC-commanded integer number of adjacent temporal power samples from minimum 64 microseconds to maximum 400 microseconds, with the phase of the
averaging interval aligned across all beams within each subarray.",requirement
"Wire shall be free of kinks and shall be of continuous length; therefore, it shall contain no twisted splices. Welded joints shall be dressed down to wire diameter.",standard
"For all SKAO-defined RFI use cases in all Bands, but strictly
for the case of unflagged visibility spectral channel
samples containing no more than 10% of their power as RFI, when commanded CSP_Mid.CBF shall maintain a net sampled data input-to-visibility output correlation efficiency of greater
than 0.98 on the sky signal of interest within the processed bandwidths for Bands 1, 2, 3, and 4, and at least 0.96 or better for each of Bands 5a and 5b, compared to an ideal CSP_Mid.CBF system with the same inputs. Note: applies to both zoom and non-zoom visibilities.",requirement
each station can be switched off bypassed separately through the hmi (password protected) deactivation of a station must be indicated by the module status lighting (see 2.7).,requirement
"While the CSP_Mid.CBF Administrative Mode is set to ONLINE or MAINTENANCE, the CSP_Mid.CBF shall isolate more than
95% of all failures down to a LRU level.",requirement
 After the pipe returns from inspection the vrollers shall automatically drop to allow the pipe to roll to the next station. ,requirement
"The container shall also carry, in a different location, the name and/or brand name of the wire manufacturer, and necessary instructions for storing and handling",standard
"Furthermore, the 'LanguagePreferredComponentDef' elements in the 'LanguagePreferredList' element can be reordered according to the language preference settings of the user's system or environment. For example, a CFR resource can specify a 'LanguagePreferredList' element such as the following:",standard
"Sampling procedures and the frequency of hardness testing shall be fully detailed on the purchase agreement. Otherwise, hardness tests shall be performed at the discretion of the producer.",standard
All units and assemblies shall be carefully boxed and braced to prevent damage during shipment or field storage.,requirement
"Construct a permeable base course of aggregate, portland cement concrete, and water mixed in
a central plant and spread and compacted on a prepared foundation.",standard
"While tracking at nominal tracking rates over the accessible elevation range, the Dish shall be capable of executing a 10° step in either mount axis or combined, in less than 12 seconds (TBC).",requirement
"The steel shall be killed steel, with the primary melting process being open-hearth, basic-oxygen, or electric-furnace, possibly combined with separate degassing or refining. If secondary melting, using electroslag remelting or vacuum-arc remelting is subsequently employed, the heat shall be defined as all of the ingots remelted from a single primary heat",standard
 The bucker station vrollers shall lower and allow each pipe to gravity roll towards the next station. ,requirement
"When commanded, CSP_Mid.CBF shall format and transmit visibility packets to SDP according to the Interface
ID I.S1M.SDP_CSP.001 section of the MID SDP to CSP ICD.",requirement
"The values stated in either SI units or inch-pound units are to be regarded separately as standard. The values stated in each system may not be exact equivalents; therefore, each system shall be used independently of the other. Combining values from the two systems may result in nonconformance with the standard.",standard
aluminum structure will be clear coat anodized.,requirement
"Restrict operation of vehicles or equipment on the treated course for a
minimum 7-day cure period after final finish rolling. Unless the contract specifies an asphalt
curing seal, keep the surface lightly moistened during the curing period to prevent drying.",standard
"Unless otherwise stated in the contract or order, the cleaning, preservation, and packing of castings for shipment shall be in accordance with the manufacturer’s commercial practice. Packaging and marking shall also be adequate to identify the contents and to ensure acceptance and safe delivery by the carrier for the mode of transportation employed.",standard
"Where the nondestructive electric test is performed, the lengths shall be marked with the letters “NDE.” The certification, where required, shall state “Nondestructive Elec_x0002_tric Tested” and shall indicate which of the tests was applied. Also, the letters “NDE” shall be appended to the product specification number and material grade shown on the certifi_x0002_cation.",standard
The definition of precision is shown in 3.4.2. LL corresponds to true positive samples; the sum of LL and Les corresponds to the sample judged as positive by the algorithm,standard
Yarn Guides shall be provided along the Creel length to guide yarn to the creel exit to prevent tangling and maintain take-off position to combs Each yarn guide shall be adjustable across the sheet width.,requirement
the workstation shall be designed to eliminate a turn at the waist of the operator every cycle.,requirement
The Devices API supports the ability to retrieve and interact with the OCF Devices that are within the scope of the provided Bearer Token,standard
